tweet,clean_text,crime_type,sentiment
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
abdlrhmn,abdlrhmn,Other,Neutral
abdlrhmn,abdlrhmn,Other,Neutral
abdlrhmn,abdlrhmn,Other,Neutral
General,general,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Abu khalid,abu khalid,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu khalid,abu khalid,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Rami,rami,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Salahuddin Ayubi,salahuddin ayubi,Other,Neutral
Salahuddin Ayubi,salahuddin ayubi,Other,Neutral
Salahuddin Ayubi,salahuddin ayubi,Other,Neutral
Salahuddin Ayubi,salahuddin ayubi,Other,Neutral
Salahuddin Ayubi,salahuddin ayubi,Other,Neutral
Salahuddin Ayubi,salahuddin ayubi,Other,Neutral
Rami,rami,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
Musaafirah,musaafirah,Other,Neutral
Musaafirah,musaafirah,Other,Neutral
abdlrhmn,abdlrhmn,Other,Neutral
abdlrhmn,abdlrhmn,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
Rami,rami,Other,Neutral
General,general,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
General,general,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Mohamed Naseem,mohamed naseem,Other,Neutral
Rami,rami,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Rami,rami,Other,Neutral
Abu_Azzam25,abuazzam,Other,Neutral
Abu_Azzam25,abuazzam,Other,Neutral
Rami,rami,Other,Neutral
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
War Reporter,war reporter,Other,Negative
Abu_Azzam25,abuazzam,Other,Neutral
Abu_Azzam25,abuazzam,Other,Neutral
Abu_Azzam25,abuazzam,Other,Neutral
Rami,rami,Other,Neutral
Abu_Azzam25,abuazzam,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu khalid,abu khalid,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
abdlrhmn,abdlrhmn,Other,Neutral
Bilal Ibn Rabah,bilal ibn rabah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
Mohamed Naseem,mohamed naseem,Other,Neutral
Mohamed Naseem,mohamed naseem,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
General,general,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
General,general,Other,Neutral
الولاء البراء,,Other,Neutral
Mohamed Naseem,mohamed naseem,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Bilal Ibn Rabah,bilal ibn rabah,Other,Neutral
Bilal Ibn Rabah,bilal ibn rabah,Other,Neutral
Bilal Ibn Rabah,bilal ibn rabah,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
Rami,rami,Other,Neutral
abdlrhmn,abdlrhmn,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Abu_Azzam25,abuazzam,Other,Neutral
Abu_Azzam25,abuazzam,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Rami,rami,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Rami,rami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Abu_Azzam25,abuazzam,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Rami,rami,Other,Neutral
General,general,Other,Neutral
Rami,rami,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
General,general,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
abdlrhmn,abdlrhmn,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
General,general,Other,Neutral
الولاء البراء,,Other,Neutral
General,general,Other,Neutral
abdlrhmn,abdlrhmn,Other,Neutral
General,general,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
الولاء البراء,,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
General,general,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
الولاء البراء,,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
s.o.dawlah,sodawlah,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Musaafirah,musaafirah,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
General,general,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Rami,rami,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Rami,rami,Other,Neutral
Maghrabi Arabie,maghrabi arabie,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Rami,rami,Other,Neutral
General,general,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
٩ Flames of Haqq,flames haqq,Other,Neutral
Rami,rami,Other,Neutral
٩ Flames of Haqq,flames haqq,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
٩ Flames of Haqq,flames haqq,Other,Neutral
Rami,rami,Other,Neutral
٩ Flames of Haqq,flames haqq,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
General,general,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
General,general,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Abu_Azzam25,abuazzam,Other,Neutral
Abu_Azzam25,abuazzam,Other,Neutral
Abu_Azzam25,abuazzam,Other,Neutral
Rami,rami,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
Marwan Qassami,marwan qassami,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
الولاء البراء,,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
الولاء البراء,,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
الولاء البراء,,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Abu Muhammad Ashami,abu muhammad ashami,Other,Neutral
Abu Muhammad Ashami,abu muhammad ashami,Other,Neutral
Abu Muhammad Ashami,abu muhammad ashami,Other,Neutral
Abu Muhammad Ashami,abu muhammad ashami,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
General,general,Other,Neutral
الولاء البراء,,Other,Neutral
Mohamed Naseem,mohamed naseem,Other,Neutral
Mohamed Naseem,mohamed naseem,Other,Neutral
Mohamed Naseem,mohamed naseem,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
General,general,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
General,general,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
Marwan Qassami,marwan qassami,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
Marwan Qassami,marwan qassami,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
Al-Battar English,albattar english,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
Al-Battar English,albattar english,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
General,general,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
Marwan Qassami,marwan qassami,Other,Neutral
General,general,Other,Neutral
الولاء البراء,,Other,Neutral
General,general,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
Al-Battar English,albattar english,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
General,general,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
٩ Flames of Haqq,flames haqq,Other,Neutral
٩ Flames of Haqq,flames haqq,Other,Neutral
General,general,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
General,general,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
Marwan Qassami,marwan qassami,Other,Neutral
General,general,Other,Neutral
Maghrabi Arabie,maghrabi arabie,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Maisara al-Ghereeb,maisara alghereeb,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
Abu Naseeha,abu naseeha,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Al-Battar English,albattar english,Other,Neutral
Musaafirah,musaafirah,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Musaafirah,musaafirah,Other,Neutral
Rami,rami,Other,Neutral
Rami,rami,Other,Neutral
Ansar al-Khilafah,ansar alkhilafah,Other,Neutral
Rami,rami,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
Rami,rami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
Abu Naseeha,abu naseeha,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
الولاء البراء,,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Abu Humayra,abu humayra,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
Ibni Haneefah,ibni haneefah,Other,Neutral
AL MUHAJIRUN,al muhajirun,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
AL MUHAJIRUN,al muhajirun,Other,Neutral
AL MUHAJIRUN,al muhajirun,Other,Neutral
AL MUHAJIRUN,al muhajirun,Other,Neutral
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
War BreakingNews,war breakingnews,Other,Negative
Mohamed Naseem,mohamed naseem,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Maghrabi Arabie,maghrabi arabie,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Maghrabi Arabie,maghrabi arabie,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
General,general,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
General,general,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
AL MUHAJIRUN,al muhajirun,Other,Neutral
Obi-Wan Al Coconuty,obiwan al coconuty,Other,Neutral
Obi-Wan Al Coconuty,obiwan al coconuty,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
الولاء البراء,,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Obi-Wan Al Coconuty,obiwan al coconuty,Other,Neutral
Obi-Wan Al Coconuty,obiwan al coconuty,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Obi-Wan Al Coconuty,obiwan al coconuty,Other,Neutral
Obi-Wan Al Coconuty,obiwan al coconuty,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
الولاء البراء,,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
General,general,Other,Neutral
Obi-Wan Al Coconuty,obiwan al coconuty,Other,Neutral
General,general,Other,Neutral
General,general,Other,Neutral
Obi-Wan Al Coconuty,obiwan al coconuty,Other,Neutral
Obi-Wan Al Coconuty,obiwan al coconuty,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
General,general,Other,Neutral
Obi-Wan Al Coconuty,obiwan al coconuty,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Obi-Wan Al Coconuty,obiwan al coconuty,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
Marwan Qassami,marwan qassami,Other,Neutral
Obi-Wan Al Coconuty,obiwan al coconuty,Other,Neutral
Maghrebi,maghrebi,Other,Neutral
Ibni Haneefah,ibni haneefah,Other,Neutral
